stockcode,description,revenue,quantity,orders,customers,average_price,revenue_share
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,4345.96,2106,283,159,2.0636087369420704,0.021223996073669534
15039,SANDALWOOD FAN,4345.62,5101,306,127,0.8519153107233876,0.021222335644520383
21844,RETRO SPOT MUG,4343.01,1481,154,102,2.932484807562458,0.02120958940899307
23349,ROLL WRAP VINTAGE CHRISTMAS,4342.6,3221,337,214,1.3482148401117666,0.021207587126783802
22611,VINTAGE UNION JACK SHOPPING BAG,4338.63,907,195,135,4.783495038588755,0.021188199174659878
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES,4320.21,1588,297,142,2.7205352644836274,0.02109824298369701
23168,CLASSIC CAFE SUGAR DISPENSER,4311.35,3075,325,132,1.4020650406504067,0.021054974153516173
21913,VINTAGE SEASIDE JIGSAW PUZZLES,4302.48,1129,298,170,3.810876882196634,0.021011656487183887
47580,TEA TIME DES TEA COSY,4298.6,1662,344,158,2.5864019253910953,0.020992708060422985
21153,RED SPOTTY TABLECLOTH,4294.6900000000005,393,139,91,10.927964376590332,0.02097361312520774
21012,ANTIQUE ALL GLASS CANDLESTICK,4293.7,2297,299,112,1.8692642577274705,0.020968778346214616
23050,RECYCLED ACAPULCO MAT GREEN,4286.55,497,205,116,8.624849094567406,0.020933860497930987
20966,SANDWICH BATH SPONGE,4265.24,3007,420,137,1.4184369803791153,0.020829790659200324
21243,PINK  POLKADOT PLATE,4265.05,2552,239,117,1.6712578369905957,0.02082886277232286
22723,SET OF 6 HERB TINS SKETCHBOOK,4262.820000000001,1164,295,170,3.6622164948453615,0.02081797231055048
72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,4258.97,1559,212,119,2.731860166773573,0.02079917039224391
22312,OFFICE MUG WARMER POLKADOT,4254.05,1233,269,104,3.450162206001622,0.020775143005732657
20979,36 PENCILS TUBE RED SPOTTY,4252.11,3395,275,144,1.252462444771723,0.0207656687923522
22744,MAKE YOUR OWN MONSOON CARD KIT,4245.17,1515,300,196,2.8020924092409243,0.020731776503248926
21556,CERAMIC STRAWBERRY MONEY BOX,4244.41,1607,293,132,2.641200995644057,0.020728064955739055
20982,12 PENCILS TALL TUBE SKULLS,4243.8,4851,576,316,0.8748299319727891,0.020725085950500873
22497,SET OF 2 TINS VINTAGE BATHROOM,4239.07,929,279,160,4.563046286329386,0.020701986450867082
21068,VINTAGE BILLBOARD LOVE/HATE MUG,4224.63,4066,373,149,1.0390137727496311,0.02063146704817958
21355,TOAST ITS - I LOVE YOU,4218.05,3452,341,213,1.2219148319814601,0.020599332860528348
23089,GLASS BON BON JAR,4215.78,2354,225,101,1.7909005947323704,0.02058824705415019
72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,4213.54,924,216,95,4.560108225108225,0.020577307756226362
22600,CHRISTMAS RETROSPOT STAR WOOD,4209.9,4860,429,278,0.8662345679012345,0.02055953139710015
22797,CHEST OF DRAWERS GINGHAM HEART,4205.5599999999995,242,140,98,17.378347107438014,0.020538336507372742
84950,ASSORTED COLOUR T-LIGHT HOLDER,4199.27,6041,274,156,0.695128290018209,0.020507618568113437
23144,ZINC T-LIGHT HOLDER STARS SMALL,4197.83,5089,274,180,0.8248830811554333,0.020500586162305264
23012,GLASS APOTHECARY BOTTLE PERFUME,4197.110000000001,1071,246,151,3.9188702147525682,0.02049706995940118
22851,SET 20 NAPKINS FAIRY CAKES DESIGN,4193.679999999999,5167,523,306,0.8116276369266497,0.02048031915945532
21470,FLOWER VINE RAFFIA FOOD COVER,4190.93,1102,319,160,3.8030217785843923,0.020466889217807774
21474,SWEETHEART CREAM STEEL FOLDIN BENCH,4189.5,210,94,69,19.95,0.020459905648151044
20754,RETROSPOT RED WASHING UP GLOVES,4187.43,1955,432,208,2.141907928388747,0.0204497965648018
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,4186.29,1499,218,142,2.792721814543029,0.020444229243536994
22530,MAGIC DRAWING SLATE DOLLY GIRL,4176.45,9873,464,281,0.4230173199635369,0.020396174470514485
21238,RED RETROSPOT CUP,4164.55,4731,469,186,0.8802684421898119,0.020338059450294172
22833,HALL CABINET WITH 3 DRAWERS,4163.54,120,13,9,34.69616666666666,0.020333126998998162
22127,PARTY CONES CARNIVAL ASSORTED,4153.11,3468,155,128,1.1975519031141868,0.02028219089304036
22926,IVORY GIANT GARDEN THERMOMETER,4150.31,680,216,152,6.10339705882353,0.020268516770635583
21143,ANTIQUE GLASS HEART DECORATION,4149.15,2088,182,128,1.987140804597701,0.020262851777067884
23110,PARISIENNE KEY CABINET,4147.18,700,255,157,5.924542857142858,0.020253231055233096
23486,ANTIQUE HEART SHELF UNIT,4145.47,275,74,64,15.074436363636364,0.020244880073335893
21539,RETRO SPOTS BUTTER DISH,4142.87,867,173,111,4.778396770472895,0.02023218267396002
21590,KINGS CHOICE CIGAR BOX MATCHES,4141.28,3448,286,203,1.2010672853828306,0.020224417725880166
70006,LOVE HEART POCKET WARMER,4139.56,4438,290,141,0.9327534925642182,0.02021601790783152
23283,DOORMAT VINTAGE LEAF,4122.2,564,142,100,7.30886524822695,0.020131238348921884
23255,CHILDRENS CUTLERY CIRCUS PARADE,4097.22,1014,158,116,4.040650887573965,0.020009245642610675
22125,UNION JACK HOT WATER BOTTLE,4089.09,653,183,117,6.262006125574273,0.01996954185148537
22807,SET OF 6 T-LIGHTS TOADSTOOLS,4086.5600000000004,1375,294,125,2.9720436363636367,0.019957186305169624
23009,I LOVE LONDON BABY GIFT SET,4082.52,263,103,48,15.522889733840303,0.019937456499985583
21911,GARDEN METAL SIGN,4080.85,2546,344,200,1.602847604084839,0.01992930086269416
23193,BUFFALO BILL TREASURE BOOK BOX,4079.28,1922,175,109,2.1224141519250783,0.019921633586917196
21042,RED RETROSPOT APRON,4079.2000000000003,679,195,109,6.007658321060383,0.01992124289770563
21472,LADYBIRD + BEE RAFFIA FOOD COVER,4077.82,1056,285,161,3.86157196969697,0.019914503508806133
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,4074.67,6221,725,256,0.6549863366018325,0.019899120121100754
20981,12 PENCILS TALL TUBE WOODLAND,4069.16,4718,513,290,0.8624756252649427,0.019872211401654207
21901,"KEY FOB , BACK DOOR",4061.51,6158,688,315,0.6595501786294252,0.019834851745798295
84580,MOUSE TOY WITH PINK T-SHIRT,4051.94,1057,442,197,3.833434247871334,0.019788115548864813
72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,4049.9900000000002,1990,287,123,2.0351708542713567,0.019778592499332916
35924,HANGING FAIRY CAKE DECORATION,4049.4,2164,188,65,1.8712569316081331,0.019775711166397623
21717,EASTER TIN BUCKET,4039.63,1554,176,122,2.5995045045045044,0.019727998246435233
21679,SKULLS  STICKERS,4034.5099999999998,4871,370,181,0.8282714021761445,0.019702994136895063
23340,VINTAGE CHRISTMAS CAKE FRILL,4034.08,2500,151,112,1.613632,0.0197008941823829
84968A,SET OF 16 VINTAGE ROSE CUTLERY,4026.8399999999997,339,119,44,11.878584070796459,0.019665536808736256
22639,SET OF 4 NAPKIN CHARMS HEARTS,4021.12,1651,275,192,2.435566323440339,0.01963760253010935
22053,EMPIRE DESIGN ROSETTE,4020.89,4551,87,61,0.8835179081520544,0.0196364792986261
22284,HEN HOUSE DECORATION,4017.7400000000002,2465,300,157,1.6299148073022314,0.019621095910920726
22057,CERAMIC PLATE STRAWBERRY DESIGN,4011.73,3060,260,113,1.3110228758169935,0.019591745383901894
21349,IVY HEART WREATH,4010.73,553,171,113,7.252676311030742,0.019586861768757333
23129,HEART SHAPED HOLLY WREATH,3999.5,950,172,138,4.21,0.01953201877068388
21238,RED SPOTTY CUP,3999.45,4746,434,201,0.8426991150442478,0.019531774589926647
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,3997.34,1055,296,187,3.788947867298578,0.01952147016197162
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",3988.85,4633,413,166,0.8609648176127779,0.01948000826939427
21987,PACK OF 6 SKULL PAPER CUPS,3988.06,6417,385,209,0.621483559295621,0.019476150213430063
21955,UNION JACK GUNS & ROSES  DOORMAT,3987.11,765,102,49,5.211908496732026,0.019471510779042727
22612,TEA COSY VINTAGE UNION JACK,3984.99,1001,109,83,3.981008991008991,0.019461157514936253
23306,SET OF 36 DOILIES PANTRY DESIGN,3983.6,2741,244,172,1.4533381977380517,0.01945436928988531
85206A,CREAM FELT EASTER EGG BASKET,3982.91,2327,318,234,1.7116072195960463,0.01945099959543556
22244,"HOOK, 3 HANGER ,MAGIC GARDEN",3979.2,2028,208,106,1.9621301775147928,0.019432881383249227
21524,SPOTTY  HOME SWEET HOME DOORMAT,3978.34,666,120,86,5.973483483483483,0.019428681474224906
22959,WRAP CHRISTMAS VILLAGE,3971.46,9713,283,251,0.40888088129311234,0.0193950822020303
22356,CHARLOTTE BAG PINK WITH WHITE SPOTS,3959.52,4343,319,172,0.9117015887635275,0.019336771837204208
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,3956.48,2940,231,96,1.3457414965986394,0.019321925647164732
22788,BROCANTE COAT RACK,3942.62,476,84,51,8.28281512605042,0.019254238741261073
23526,WALL ART DOG LICENCE,3939.76,604,114,57,6.522781456953643,0.019240271601947623
23557,LANDMARK FRAME BAKER STREET,3930.27,350,32,25,11.229342857142857,0.019193926094225707
22359,GLASS JAR KINGS CHOICE,3928.28,1236,194,111,3.1782200647249192,0.019184207700088027
18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,3924.92,1763,211,110,2.226273397617697,0.019167798753202292
21812,GARLAND WITH HEARTS AND BELLS,3917.4900000000002,805,205,103,4.866447204968944,0.01913151349267818
22980,PANTRY SCRUBBING BRUSH,3910.01,2363,291,198,1.6546804909013966,0.01909498405139684
22179,SET 10 NIGHT OWL LIGHTS,3908.73,505,170,59,7.7400594059405945,0.0190887330240118
23081,GREEN METAL BOX ARMY SUPPLIES,3906.25,467,135,78,8.36456102783726,0.01907662165845328
46000M,POLYESTER FILLER PAD 45x45cm,3901.3500000000004,2517,353,205,1.55,0.01905269194424492
23049,RECYCLED ACAPULCO MAT RED,3896.84,456,186,103,8.545701754385965,0.019030666839942933
22314,OFFICE MUG WARMER CHOC+BLUE,3888.4800000000005,1110,249,101,3.5031351351351354,0.01898983981733438
21192,WHITE BELL HONEYCOMB PAPER,3885.64,2167,216,96,1.7930964467005075,0.018975970350323813
22790,"MIRROR, ARCHED GEORGIAN",3884.000000000001,200,1,1,19.420000000000005,0.018967961221486734
23552,BICYCLE PUNCTURE REPAIR KIT,3881.91,1863,116,93,2.0836876006441223,0.01895775446583459
37340,MULTICOLOUR SPRING FLOWER MUG,3881.33,13665,204,79,0.28403439443834616,0.018954921969050745
21181,PLEASE ONE PERSON  METAL SIGN,3868.07,1867,178,124,2.071810391001607,0.018890165232233826
21244,BLUE  SPOTTY PLATE,3859.6299999999997,2404,204,120,1.6055033277870214,0.018848947520413703
22475,SKULL DESIGN TV DINNER TRAY,3856.8,769,256,115,5.015344603381014,0.01883512688955459
22591,CARDHOLDER GINGHAM CHRISTMAS TREE,3854.15,1347,208,148,2.861284335560505,0.018822185309421494
22843,BISCUIT TIN VINTAGE GREEN,3851.76,594,176,134,6.484444444444445,0.018810513469225985
22478,BIRDHOUSE GARDEN MARKER,3848.41,2772,317,176,1.3883152958152958,0.018794153358491696
22272,FELTCRAFT DOLL MARIA,3848.34,1371,300,207,2.8069584245076586,0.01879381150543158
22445,PENCIL CASE LIFE IS BEAUTIFUL,3842.6600000000003,1251,271,144,3.071670663469225,0.018766072571410452
21447,12 IVORY ROSE PEG PLACE SETTINGS,3842.63,2776,336,149,1.3842327089337176,0.018765926062956115
22118,JOY WOODEN BLOCK LETTERS,3842.07,799,271,195,4.808598247809762,0.018763191238475162
23111,PARISIENNE SEWING BOX,3839.2400000000002,312,138,80,12.30525641025641,0.018749370607616046
21055,TOOL BOX SOFT TOY,3839.0899999999997,386,222,122,9.94582901554404,0.018748638065344356
22892,SET OF SALT AND PEPPER TOADSTOOLS,3835.71,3123,265,145,1.22821325648415,0.018732131446155733
21067,VINTAGE RED TEATIME MUG,3830.67,4763,266,130,0.8042557211841277,0.01870751802582713
22778,GLASS CLOCHE SMALL,3828.66,968,193,106,3.9552272727272726,0.018697701959386553
22777,GLASS CLOCHE LARGE,3821.82,453,99,66,8.436688741721854,0.01866429803179774
23194,GYMKHANA TREASURE BOOK BOX,3815.5299999999997,1715,200,128,2.224798833819242,0.01863358009253843
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,3813.7799999999997,2451,252,132,1.5560097919216644,0.018625033766035443
21846,PINK DIAMANTE PEN IN GIFT BOX,3803.4,1601,264,51,2.375640224859463,0.018574341840834868
21034,REX CASH+CARRY JUMBO SHOPPER,3801.9,4002,1902,800,0.9500000000000001,0.018567016418118025
22355,"CHARLOTTE BAG , SUKI DESIGN",3796.59,4406,339,145,0.8616863368134362,0.01854108442170039
21100,CHARLIE AND LOLA CHARLOTTE BAG,3795.0,2540,269,119,1.4940944881889764,0.01853331947362053
84016,FLAG OF ST GEORGE CAR FLAG,3791.67,1004,62,43,3.7765637450199203,0.018517057035189133
22458,CAST IRON HOOK GARDEN FORK,3790.47,1523,173,121,2.48881812212738,0.018511196697015654
72802A,ROSE SCENT CANDLE IN JEWELLED BOX,3789.9,914,182,112,4.146498905908096,0.018508413036383255
71038,WHITE HANGING BEADS CANDLE HOLDER,3789.25,717,144,85,5.28486750348675,0.018505238686539287
23253,16 PIECE CUTLERY SET PANTRY DESIGN,3785.06,254,69,43,14.901811023622047,0.01848477633908356
21154,RED SPOTTY OVEN GLOVE,3778.37,2816,339,171,1.3417507102272728,0.01845210495376643
84356,POMPOM CURTAIN,3771.04,750,133,58,5.028053333333333,0.018416308054756778
21743,STAR PORTABLE TABLE LIGHT,3767.0800000000004,1288,182,117,2.924751552795031,0.018396968938784303
21627,ELEPHANT CARNIVAL POUFFE,3766.35,195,115,31,19.314615384615383,0.01839340389972877
23299,FOOD COVER WITH BEADS SET 2,3761.63,1009,145,109,3.7280773042616455,0.018370353236246428
21813,GARLAND WITH STARS AND BELLS,3761.4100000000003,815,184,76,4.615226993865031,0.018369278840914625
22830,UTILTY CABINET WITH HOOKS,3760.71,181,18,14,20.777403314917127,0.018365860310313432
21329,DINOSAURS  WRITING SET,3760.66,2082,555,253,1.8062728146013447,0.0183656161295562
21845,DAIRY MAID STRIPE MUG,3758.4100000000003,2521,158,104,1.4908409361364539,0.018354627995480936
23092,LARGE ANTIQUE WHITE PHOTO FRAME,3757.78,523,135,96,7.185047801147228,0.01835155131793986
21899,"KEY FOB , GARAGE DESIGN",3756.66,5899,475,266,0.6368299711815562,0.018346081668977946
22544,MINI JIGSAW SPACEBOY,3756.52,9382,341,196,0.400396503943722,0.018345397962857706
22425,ENAMEL COLANDER CREAM,3754.4,732,278,179,5.12896174863388,0.018335044698751232
85049C,ROMANTIC PINKS RIBBONS,3746.29,2981,500,303,1.2567225763166723,0.018295438579928817
22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",3740.38,4453,359,166,0.8399685605209971,0.018266576414424442
22162,HEART GARLAND RUSTIC PADDED,3737.9,1218,260,92,3.0688834154351396,0.018254465048865926
21795,SET OF 3 BLUE STRIPE BASKET,3734.9400000000005,441,80,64,8.469251700680273,0.01824000954803802
22732,3D VINTAGE CHRISTMAS STICKERS,3733.84,2713,299,165,1.3762771839292296,0.018234637571378994
22494,EMERGENCY FIRST AID TIN,3730.92,2765,468,200,1.3493381555153707,0.018220377415156867
23064,CINDERELLA CHANDELIER,3717.56,221,23,20,16.821538461538463,0.01815513231682549
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,3715.68,7056,550,344,0.5265986394557823,0.01814595112035371
21041,RED SPOTTY OVEN GLOVE DOUBLE,3715.23,1284,173,78,2.8934813084112148,0.018143753493538656
22782,SET 3 WICKER STORAGE BASKETS,3712.2999999999997,254,84,75,14.61535433070866,0.018129444501165083
23236,STORAGE TIN VINTAGE DOILY,3704.78,1272,190,124,2.9125628930817613,0.018092719715277965
21351,CINAMMON & ORANGE WREATH,3702.75,1099,177,113,3.369199272065514,0.018082805976534496
21495,SKULLS AND CROSSBONES WRAP,3695.3,9065,267,150,0.4076447876447877,0.018046423043707495
23182,TOILET SIGN OCCUPIED OR VACANT,3688.21,3741,433,140,0.9858887997861534,0.01801179821233254
22398,MAGNETS PACK OF 4 SWALLOWS,3687.48,4239,430,273,0.8698938428874735,0.018008233173277006
20692,FLORAL ELEPHANT SOFT TOY,3682.76,908,139,75,4.055903083700441,0.017985182509794664
23130,MISTLETOE HEART WREATH GREEN,3676.18,882,179,135,4.168004535147392,0.017953048322143433
23013,GLASS APOTHECARY BOTTLE TONIC,3674.1600000000003,924,223,135,3.9763636363636365,0.017943183419551416
20785,FUSCHIA RETRO BAR STOOL,3672.35,102,36,14,36.00343137254902,0.017934344076139752
22080,RIBBON REEL SPOTS DESIGN,3668.58,2211,277,199,1.6592401628222524,0.017915932847044746
21240,BLUE POLKADOT CUP,3658.27,4191,399,176,0.8728871391076115,0.017865582774904288
22769,CHALKBOARD KITCHEN ORGANISER,3656.86,174,45,32,21.016436781609197,0.017858696877550456
22823,CHEST NATURAL WOOD 20 DRAWERS,3655.0,32,18,17,114.21875,0.017849613353381564
21592,RETRO SPOT  CIGAR BOX MATCHES,3652.0,3104,190,157,1.1765463917525774,0.01783496250794787
22962,JAM JAR WITH PINK LID,3640.93,4366,354,183,0.8339280806229958,0.01778090088829755
85040A,S/4 PINK FLOWER CANDLES IN BOWL,3639.89,2065,400,193,1.7626585956416465,0.0177758219285472
21486,PINK HEART DOTS HOT WATER BOTTLE,3638.67,1116,294,127,3.260456989247312,0.017769863918070835
85232D,SET/3 DECOUPAGE STACKING TINS,3636.66,701,223,120,5.187817403708987,0.01776004785163026
84558A,3D DOG PICTURE PLAYING CARDS,3628.11,1259,199,116,2.8817394757744244,0.017718292942144238
22589,CARDHOLDER GINGHAM STAR,3626.78,1317,238,170,2.753819286256644,0.017711797734001968
85114B,IVORY ENCHANTED FOREST PLACEMAT,3618.05,2017,223,99,1.7937778879524047,0.017669163773789926
22461,SAVOY ART DECO CLOCK,3607.81,410,146,82,8.799536585365853,0.017619155554709588
23294,SET OF 6 SNACK LOAF BAKING CASES,3607.81,4392,354,214,0.821450364298725,0.017619155554709588
22353,LUNCHBOX WITH CUTLERY FAIRY CAKES,3597.68,1451,196,93,2.4794486560992417,0.017569684533295153
23032,DRAWER KNOB CRACKLE GLAZE IVORY,3595.38,2154,194,115,1.6691643454038998,0.017558452218462656
21787,RAIN PONCHO WITH RED SPOTS,3592.97,4727,161,98,0.760095197799873,0.017546682705964257
21866,UNION JACK FLAG LUGGAGE TAG,3591.5,2168,453,190,1.6565959409594095,0.01753950379170175
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,3591.06,2791,184,75,1.286657112146184,0.017537355001038143
21509,COWBOYS AND INDIANS BIRTHDAY CARD,3587.2200000000003,8696,628,264,0.41251379944802213,0.017518601918883017
23085,ANTIQUE SILVER BAUBLE LAMP,3583.23,376,78,64,9.529867021276596,0.017499116294456205
71477,COLOURED GLASS STAR T-LIGHT HOLDER,3580.96,1012,52,31,3.538498023715415,0.017488030488078045
23497,CLASSIC CHROME BICYCLE BELL,3578.62,2498,193,149,1.4325940752602082,0.017476602828639765
22944,CHRISTMAS METAL POSTCARD WITH BELLS,3577.9900000000002,4870,158,89,0.7347002053388091,0.017473526151098692
20784,RED RETRO BAR STOOL,3570.87,101,37,6,35.355148514851486,0.017438754811269393
21112,"SWISS ROLL TOWEL, PINK  SPOTS",3570.57,1516,150,86,2.355257255936676,0.017437289726726025
22704,WRAP RED APPLES,3564.76,8678,295,207,0.41078128601060154,0.017408915922736107
22334,DINOSAUR PARTY BAG + STICKER SET,3552.3599999999997,2230,264,180,1.5929865470852016,0.017348359094943512
21794,CLASSIC FRENCH STYLE BASKET NATURAL,3552.09,713,178,123,4.981893408134643,0.01734704051885448
22603,CHRISTMAS RETROSPOT TREE WOOD,3552.0899999999997,4143,388,236,0.857371469949312,0.017347040518854478
23210,WHITE ROCKING HORSE HAND PAINTED,3551.53,2849,192,115,1.2465882765882768,0.017344305694373525
22320,BIRDS MOBILE VINTAGE DESIGN,3545.02,598,180,130,5.928127090301003,0.017312513359782414
23332,IVORY WICKER HEART LARGE,3542.71,2059,287,207,1.7205973773676542,0.01730123220879847
20886,BOX OF 9 PEBBLE CANDLES,3540.22,1777,308,163,1.992245357343838,0.017289072007088502
21784,SHOE SHINE BOX,3538.2799999999997,290,178,78,12.200965517241379,0.017279597793708048
21054,NURSE'S BAG SOFT TOY,3538.0,382,182,119,9.261780104712042,0.01727823038146757
20786,BLACK RETRO BAR STOOL,3533.9,99,31,9,35.6959595959596,0.01725820755937486
23191,BUNDLE OF 3 RETRO NOTE BOOKS,3529.89,2141,276,178,1.648710882765063,0.017238624262645157
22602,CHRISTMAS RETROSPOT HEART WOOD,3529.31,4307,289,199,0.8194358021824936,0.01723579176586131
47505,MINATURE COLOURED GARDENING SET,3527.42,737,178,129,4.786187245590231,0.017226561733238086
21179,NO JUNK MAIL METAL SIGN,3517.9,4284,505,231,0.821171802054155,0.017180069717061836
23091,ZINC HERB GARDEN CONTAINER,3516.64,556,204,155,6.324892086330935,0.017173916361979683
23353,6 GIFT TAGS VINTAGE CHRISTMAS,3510.05,4007,327,227,0.8759795358123285,0.01714173333817701
22765,NEWSPAPER STAND,3508.3,311,53,36,11.280707395498393,0.01713318701167402
23189,SET OF 12 FORK CANDLES,3507.5099999999998,1249,141,89,2.808254603682946,0.017129328955709816
22902,TOTE BAG I LOVE LONDON,3506.56,1716,199,102,2.0434498834498833,0.01712468952132248
84352,SILVER CHRISTMAS TREE BAUBLE STAND,3505.58,206,126,90,17.0173786407767,0.017119903578480807
21499,BLUE POLKADOT WRAP,3504.84,8702,264,200,0.4027625833141807,0.01711628970327383
22076,6 RIBBONS EMPIRE,3490.19,2353,375,197,1.4832936676583086,0.017044744741405965
21469,POLKA DOT RAFFIA FOOD COVER,3482.01,1165,210,130,2.9888497854077256,0.017004796769523434
22352,LUNCHBOX WITH CUTLERY RETROSPOT,3481.89,1412,231,114,2.46592776203966,0.017004210735706085
21466,RED FLOWER CROCHET FOOD COVER,3479.79,927,275,147,3.753818770226537,0.0169939551439025
22764,"RUSTIC WOODEN CABINET, GLASS DOORS",3462.49,183,25,23,18.92071038251366,0.016909468601901543
22309,TEA COSY RED  STRIPE,3459.08,1331,266,117,2.5988580015026295,0.01689281547425858
