stockcode,description,revenue,sold_quantity,orders,customers,returned_quantity,return_value,return_rate,return_value_rate
22338,STAR DECORATION PAINTED ZINC,1763.25,5509,180,143,95.0,60.36999999999999,1.7244508985296787,3.4237912944846163
22339,CHRISTMAS TREE PAINTED ZINC,1235.54,3308,102,86,130.0,81.27999999999999,3.9298669891172913,6.578500089029897
22340,NOEL GARLAND PAINTED ZINC,1027.41,1345,95,81,13.0,19.049999999999997,0.966542750929368,1.854177008205098
22341,LOVE GARLAND PAINTED ZINC,5252.599999999999,3332,139,128,1196.0,1858.1999999999998,35.89435774309724,35.37676579217911
22342,HOME GARLAND PAINTED ZINC,2029.2,1608,115,109,70.0,96.3,4.353233830845771,4.745712596096984
22343,PARTY PIZZA DISH RED RETROSPOT,1380.94,2506,109,74,42.0,35.7,1.675977653631285,2.5851955914087505
22343,PARTY PIZZA DISH RED WHITE SPOT,394.4,464,22,21,42.0,35.7,9.051724137931034,9.051724137931036
22343,PARTY PIZZA DISH RED+WHITE SPOT,10.2,12,1,1,42.0,35.7,350.0,350.00000000000006
22344,PARTY PIZZA DISH PINK POLKADOT,426.28999999999996,1109,53,38,0.0,0.0,0.0,0.0
22344,PARTY PIZZA DISH PINK RETROSPOT,131.75,155,19,18,0.0,0.0,0.0,0.0
22344,PARTY PIZZA DISH PINK WHITE SPOT,47.599999999999994,56,10,10,0.0,0.0,0.0,0.0
22344,PARTY PIZZA DISH PINK+WHITE SPOT,20.4,24,2,2,0.0,0.0,0.0,0.0
22345,PARTY PIZZA DISH BLUE POLKADOT,371.46,1032,48,33,18.0,15.3,1.744186046511628,4.118882248425133
22345,PARTY PIZZA DISH BLUE RETROSPOT,171.7,202,24,23,18.0,15.3,8.91089108910891,8.910891089108912
22345,PARTY PIZZA DISH BLUE WHITE SPOT,34.849999999999994,41,8,8,18.0,15.3,43.90243902439025,43.902439024390254
22345,PARTY PIZZA DISH BLUE+WHITE SPOT,20.4,24,2,2,18.0,15.3,75.0,75.00000000000001
22346,PARTY PIZZA DISH GREEN POLKADOT,404.31,1005,39,26,0.0,0.0,0.0,0.0
22346,PARTY PIZZA DISH GREEN RETROSPOT,70.55,83,14,12,0.0,0.0,0.0,0.0
22346,PARTY PIZZA DISH GREEN WHITE SPOT,24.65,29,7,7,0.0,0.0,0.0,0.0
22346,PARTY PIZZA DISH GREEN+WHITE SPOT,10.2,12,1,1,0.0,0.0,0.0,0.0
22347,PIZZA DISH SLICE,45.0,36,2,2,0.0,0.0,0.0,0.0
22347,PIZZA SLICE DISH,2891.4500000000003,2605,74,49,0.0,0.0,0.0,0.0
22348,TEA BAG PLATE RED RETROSPOT,4171.19,5033,353,196,100.0,85.0,1.986886548778065,2.03778777758865
22348,TEA BAG PLATE RED SPOTTY,5496.02,6866,337,214,100.0,85.0,1.4564520827264784,1.5465737024246635
22349,"DOG BOWL , CHASING BALL DESIGN",2537.13,695,118,104,36.0,132.12,5.179856115107913,5.207458821581866
22349,DOG BOWL CHASING BALL DESIGN,6515.62,1688,200,144,36.0,132.12,2.132701421800948,2.0277425632556842
22350,CAT BOWL,2057.7,862,97,84,2.0,5.1,0.23201856148491878,0.24784954074938037
22350,ILLUSTRATED CAT BOWL,4540.86,1730,154,107,2.0,5.1,0.11560693641618498,0.11231352651259895
22351,DOTCOMGIFTSHOP TEA TOWEL,19.8,12,1,1,0.0,0.0,0.0,0.0
22352,LUNCH BOX WITH CUTLERY RETROSPOT,12669.04,5331,645,316,65.0,165.3,1.2192834365034704,1.3047555300164813
22352,LUNCHBOX WITH CUTLERY RETROSPOT,3214.35,1359,191,114,65.0,165.3,4.7829286239882265,5.14256381539036
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES,3498.15,1429,217,142,20.0,51.0,1.3995801259622114,1.457913468547661
22353,LUNCHBOX WITH CUTLERY FAIRY CAKES,3215.25,1371,154,93,20.0,51.0,1.4587892049598834,1.5861908094238395
22354,RETRO SPOT PADDED SEAT CUSHION,1657.65,467,52,45,19.0,70.89,4.068522483940043,4.27653606008506
22354,RETROSPOT PADDED SEAT CUSHION,5807.77,1613,185,125,19.0,70.89,1.1779293242405457,1.2206061879172212
22355,"CHARLOTTE BAG , SUKI DESIGN",3233.7,4072,234,145,185.0,142.69,4.543222003929273,4.412592386430405
22355,CHARLOTTE BAG SUKI DESIGN,12268.65,15411,957,344,185.0,142.69,1.2004412432677958,1.1630456488692724
22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",3360.0,4216,262,166,582.0,430.74,13.804554079696393,12.819642857142858
22356,CHARLOTTE BAG PINK POLKADOT,6812.09,8455,600,269,582.0,430.74,6.883500887049084,6.3231695412127555
22356,CHARLOTTE BAG PINK WITH WHITE SPOTS,3151.2,3952,246,172,582.0,430.74,14.726720647773279,13.669078446306171
22357,KINGS CHOICE BISCUIT TIN,8044.09,1873,316,259,48.0,198.0,2.562733582487987,2.4614344195552262
22358,KINGS CHOICE TEA CADDY,6468.580000000001,2286,384,295,61.0,170.35000000000002,2.668416447944007,2.6334991605576494
22359,GLASS JAR KINGS CHOICE,3631.87,1185,147,111,39.0,115.05000000000003,3.2911392405063293,3.1677895959932494
22359,"GLASS JAR, KINGS CHOICE SOAP",123.9,42,8,8,39.0,115.05000000000003,92.85714285714286,92.85714285714288
22360,GLASS JAR ENGLISH CONFECTIONERY,6248.8,2284,302,208,187.0,524.4500000000002,8.187390542907181,8.392811419792602
22360,"GLASS JAR, ENGLISH CONFECTIONERY",5.9,2,1,1,187.0,524.4500000000002,9350.0,8888.98305084746
22361,GLASS JAR DAISY FRESH COTTON WOOL,4242.650000000001,1535,264,189,81.0,232.85,5.276872964169381,5.4883150860900605
22362,GLASS JAR PEACOCK BATH SALTS,1893.9800000000002,658,177,133,49.0,144.54999999999998,7.446808510638298,7.632076368282662
22363,GLASS JAR MARMALADE,2034.2900000000002,735,128,99,152.0,400.40000000000003,20.680272108843536,19.682542803631733
22364,GLASS JAR DIGESTIVE BISCUITS,5556.55,1893,224,164,110.0,306.90000000000003,5.810882197569995,5.523211345169215
22365,DOOR MAT RESPECTABLE HOUSE,2479.86,358,104,79,3.0,22.65,0.8379888268156425,0.9133580121458469
22365,DOORMAT RESPECTABLE HOUSE,11282.69,1863,244,146,3.0,22.65,0.1610305958132045,0.20074999844895142
22366,DOOR MAT AIRMAIL,2988.53,427,114,92,29.0,209.97000000000003,6.791569086651054,7.025862213195117
22366,DOORMAT AIRMAIL,11946.53,1943,320,200,29.0,209.97000000000003,1.4925373134328357,1.7575814901900386
22367,CHILDRENS APRON SPACEBOY DESIGN,10120.289999999999,5455,714,450,51.0,99.45000000000002,0.9349220898258478,0.9826793500976754
22367,CHILDS APRON SPACEBOY DESIGN,4174.35,2247,289,231,51.0,99.45000000000002,2.2696929238985315,2.3824068417837507
22371,AIRLINE BAG VINTAGE TOKYO 78,6962.48,1522,505,285,18.0,76.88,1.1826544021024967,1.1042042490606796
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,2554.08,526,228,163,7.0,33.95,1.3307984790874523,1.3292457558103115
22374,AIRLINE BAG VINTAGE JET SET RED,4273.34,894,341,226,5.0,23.35,0.5592841163310962,0.5464110040389953
22375,AIRLINE BAG VINTAGE JET SET BROWN,2171.25,471,194,135,2.0,10.6,0.42462845010615713,0.4881980426021877
22376,AIRLINE BAG VINTAGE JET SET WHITE,2148.09,449,191,145,0.0,0.0,0.0,0.0
22377,BOTTLE BAG RETROSPOT,5741.29,3212,288,200,60.0,116.8,1.86799501867995,2.0343860003588046
22378,WALL TIDY RETROSPOT,4850.66,3046,288,167,15.0,31.5,0.4924491135915955,0.6493961646456359
22379,RECYCLING BAG RETROSPOT,27893.78,14259,1013,423,67.0,128.95,0.46987867311873205,0.4622894423057757
22380,TOY TIDY SPACEBOY,9044.0,4654,549,300,45.0,94.5,0.9669101847872797,1.044891640866873
22381,TOY TIDY PINK POLKADOT,8587.48,4378,381,177,30.0,62.75000000000001,0.6852444038373686,0.7307149478077388
22381,TOY TIDY PINK RETROSPOT,8393.1,4279,410,241,30.0,62.75000000000001,0.7010983874737089,0.7476379406893758
22382,LUNCH BAG SPACEBOY DESIGN,30131.7,18834,1874,774,253.0,387.25,1.3433152808750133,1.2851913433360878
22382,LUNCHBAG SPACEBOY DESIGN,1022.6,644,45,44,253.0,387.25,39.285714285714285,37.8691570506552
22383,LUNCH BAG SUKI  DESIGN,22026.4,13896,1073,463,188.0,285.79999999999995,1.3529073114565342,1.2975338684487703
22383,LUNCH BAG SUKI DESIGN,15332.9,9570,899,399,188.0,285.79999999999995,1.9644723092998955,1.8639657207703695
22383,LUNCHBAG SUKI  DESIGN,648.25,405,32,29,188.0,285.79999999999995,46.41975308641975,44.087929039722326
22384,LUNCH BAG PINK POLKADOT,18207.2,11392,1101,508,285.0,434.85,2.501755617977528,2.3883408761369127
22384,LUNCH BAG PINK POLKADOTS,16.5,10,1,1,285.0,434.85,2850.0,2635.4545454545455
22384,LUNCH BAG PINK RETROSPOT,13893.7,8738,730,375,285.0,434.85,3.2616159304188606,3.129835824870265
22384,LUNCHBAG PINK RETROSPOT,176.54999999999998,107,13,13,285.0,434.85,266.3551401869159,246.30416312659307
22385,JUMBO BAG SPACEBOY DESIGN,29810.15,16383,971,412,426.0,725.4399999999999,2.600256363303424,2.4335335447825654
22386,JUMBO BAG PINK POLKADOT,43319.16,23572,1055,432,482.0,866.9800000000001,2.044798913965722,2.0013776813770168
22386,JUMBO BAG PINK WITH WHITE SPOTS,24450.6,13766,712,358,482.0,866.9800000000001,3.501380212116809,3.545843455784317
22389,PAPERWEIGHT SAVE THE PLANET,1160.16,624,80,74,100.0,210.0,16.025641025641026,18.10095159288374
22390,PAPERWEIGHT CHILDHOOD MEMORIES,1378.22,795,73,56,0.0,0.0,0.0,0.0
22391,PAPERWEIGHT HOME SWEET HOME,545.3100000000001,305,50,45,0.0,0.0,0.0,0.0
22393,PAPERWEIGHT VINTAGE COLLAGE,1289.23,800,89,75,52.0,110.99999999999999,6.5,8.609790339970369
22394,PAPERWEIGHT KINGS CHOICE,499.34999999999997,337,47,43,6.0,15.3,1.7804154302670623,3.063983178131571
22395,PAPERWEIGHT VINTAGE PAISLEY,313.86,214,33,31,0.0,0.0,0.0,0.0
22396,MAGNETS PACK OF 4 RETRO PHOTO,1342.94,1830,159,122,12.0,15.0,0.6557377049180327,1.1169523582587457
22398,MAGNETS PACK OF 4 SWALLOWS,3573.95,4186,394,273,96.0,120.0,2.2933588150979456,3.3576295135634244
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,4659.84,3996,255,180,24.0,30.0,0.6006006006006006,0.6437989287185826
22400,MAGNETS PACK OF 4 HOME SWEET HOME,2024.81,2440,224,159,25.0,30.39,1.0245901639344261,1.5008815641961468
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,2962.81,3398,239,158,14.0,17.5,0.4120070629782225,0.590655492589805
22403,MAGNETS PACK OF 4 VINTAGE LABELS,1040.83,1601,161,137,12.0,15.0,0.749531542785759,1.4411575377343082
22405,MONEY BOX POCKET MONEY DESIGN,1854.05,1573,190,171,13.0,16.06,0.8264462809917356,0.8662118065855829
22405,TIN CAN POCKET MONEY DESIGN,30.0,24,2,2,13.0,16.06,54.166666666666664,53.53333333333333
22406,MONEY BOX KINGS CHOICE DESIGN,2942.78,2380,171,142,50.0,55.66,2.100840336134454,1.8914088039201027
22406,TIN CAN KINGS CHOICE DESIGN,45.0,36,3,3,50.0,55.66,138.88888888888889,123.68888888888887
22407,MONEY BOX FIRST ADE DESIGN,461.76,384,55,49,36.0,38.16,9.375,8.264033264033262
22407,MONEY BOX FIRST AID DESIGN,34.32,43,10,9,36.0,38.16,83.72093023255815,111.18881118881119
22408,MONEY BOX CONFECTIONERY DESIGN,726.35,614,75,71,37.0,39.41,6.026058631921824,5.425758931644523
22408,TIN CAN CONFECTIONERY DESIGN,15.0,12,1,1,37.0,39.41,308.33333333333337,262.7333333333333
22409,MONEY BOX BISCUITS DESIGN,2112.8999999999996,1590,119,104,14.0,17.5,0.8805031446540881,0.8282455393061671
22409,TIN CAN BISCUITS DESIGN,60.0,48,4,4,14.0,17.5,29.166666666666668,29.166666666666668
22410,MONEY BOX HOUSEKEEPING DESIGN,1552.73,1304,168,134,12.0,15.0,0.9202453987730062,0.9660404577743716
22410,TIN CAN HOUSEKEEPING DESIGN,30.0,24,2,2,12.0,15.0,50.0,50.0
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,45059.13,24295,1680,658,441.0,791.52,1.8151883103519242,1.756625127915253
22412,METAL SIGN NEIGHBOURHOOD WITCH,4661.1,2286,308,166,2.0,4.2,0.08748906386701663,0.09010748535753363
22413,METAL SIGN TAKE IT OR LEAVE IT,18863.02,6814,766,446,129.0,340.54999999999995,1.8931611388318166,1.8053842915927563
22414,DOOR MAT NEIGHBOURHOOD WITCH,565.89,79,35,30,2.0,16.2,2.5316455696202533,2.8627471770132007
22414,DOORMAT NEIGHBOURHOOD WITCH,5709.31,1043,127,74,2.0,16.2,0.19175455417066153,0.2837470727636089
22415,WHITE TISSUE REAM,2520.15,317,204,156,0.0,0.0,0.0,0.0
22416,36 DOILIES SPACEBOY DESIGN,993.4499999999999,705,52,49,6.0,8.7,0.851063829787234,0.8757360712667975
22416,SET OF 36 DOILIES SPACEBOY DESIGN,1636.1999999999998,1188,95,79,6.0,8.7,0.5050505050505051,0.5317198386505317
22416,SET OF 36 SPACEBOY PAPER DOILIES,72.5,50,7,7,6.0,8.7,12.0,12.0
22417,PACK OF 60 SPACEBOY CAKE CASES,10465.49,20867,911,521,114.0,62.7,0.5463171514832031,0.5991119383803338
22418,10 COLOUR SPACEBOY PEN,9878.1,11892,472,331,208.0,176.8,1.7490750084090143,1.789817879956672
22418,"PEN, 10 COLOURS - SPACEBOY",20.4,24,1,1,208.0,176.8,866.6666666666666,866.6666666666667
22419,LIPSTICK PEN RED,2350.86,5641,287,191,10.0,4.140000000000001,0.17727353306151392,0.17610576554962867
22420,LIPSTICK PEN BABY PINK,758.87,1818,149,111,1.0,0.42,0.055005500550055,0.055345447836915404
22421,LIPSTICK PEN FUSCHIA,1526.48,3725,239,172,45.0,18.599999999999998,1.2080536912751678,1.2184895969812901
22422,TOOTHPASTE TUBE PEN,1088.1000000000001,2080,149,119,24.0,15.6,1.153846153846154,1.4336917562724012
22423,REGENCY CAKESTAND 3 TIER,277656.25,24124,3317,1314,1450.0,16545.3,6.0106118388326975,5.958915025323579
22424,ENAMEL BREAD BIN CREAM,15621.65,1300,559,310,47.0,570.45,3.6153846153846154,3.6516629165293044
22425,ENAMEL COLANDER CREAM,3352.01,692,240,179,25.0,112.55,3.6127167630057806,3.357686880409068
22425,ENAMEL COLLANDER CREAM,527.25,115,21,21,25.0,112.55,21.73913043478261,21.3466097676624
22426,ENAMEL WASH BOWL CREAM,4073.3,1182,273,182,38.0,129.7,3.2148900169204735,3.1841504431296483
22427,ENAMEL FLOWER JUG CREAM,17471.23,3039,702,460,50.0,291.5,1.6452780519907864,1.6684572293994184
22428,ENAMEL FIRE BUCKET CREAM,2910.9300000000003,421,158,126,15.0,104.25000000000001,3.5629453681710213,3.5813296781440984
22429,ENAMEL MEASURING JUG CREAM,8867.29,2149,526,364,42.0,178.5,1.9543973941368076,2.01301637817191
22430,ENAMEL WATERING CAN CREAM,5916.4400000000005,1288,303,230,37.0,171.95,2.872670807453416,2.906308523368782
22431,WATERING CAN BLUE ELEPHANT,6004.75,3179,498,269,18.0,35.099999999999994,0.5662157911292859,0.5845372413505973
22432,WATERING CAN GREEN DINOSAUR,93.6,48,6,6,18.0,35.1,37.5,37.50000000000001
22432,WATERING CAN PINK BUNNY,6110.9,3340,424,261,18.0,35.1,0.5389221556886228,0.5743834787019916
22433,WATERING CAN GREEN DINOSAUR,4728.62,2622,347,207,15.0,29.249999999999996,0.5720823798627002,0.6185737064936492
22433,WATERING CAN PINK BUNNY,105.3,54,5,5,15.0,29.249999999999996,27.77777777777778,27.777777777777775
22434,BALLOON PUMP WITH 10 BALLOONS,4654.13,2521,262,203,18.0,35.1,0.7140023800079334,0.7541688779643027
22435,SET OF 9 HEART SHAPED BALLOONS,5783.04,4716,445,303,139.0,154.75,2.947413061916879,2.675928231518371
22436,12 COLOURED PARTY BALLOONS,2637.85,4157,255,173,27.0,17.55,0.6495068559057012,0.6653145554144474
22437,SET OF 9 BLACK SKULL BALLOONS,5197.6,6332,358,258,16.0,13.6,0.2526847757422615,0.2616592273356934
22438,BALLOON ART MAKE YOUR OWN FLOWERS,1636.65,1323,129,117,0.0,0.0,0.0,0.0
22439,6 ROCKET BALLOONS,2431.95,3699,307,216,75.0,48.75,2.02757502027575,2.004564238573984
22440,BALLOON WATER BOMB PACK OF 35,3224.52,8296,258,187,44.0,18.48,0.5303760848601736,0.57310855569201
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,5215.5,2515,390,295,10.0,21.000000000000004,0.3976143141153081,0.40264595916019563
22442,GROW YOUR OWN FLOWERS SET OF 3,4653.66,858,164,140,18.0,141.89999999999998,2.097902097902098,3.049212877606013
22443,GROW YOUR OWN HERBS SET OF 3,4945.4400000000005,648,238,193,5.0,39.75,0.7716049382716049,0.803770746384548
22444,GROW YOUR OWN PLANT IN A CAN,10976.56,8960,328,249,114.0,142.5,1.2723214285714286,1.2982209362496082
22445,PENCIL CASE GINGHAM FOREST,106.20000000000002,36,4,4,0.0,0.0,0.0,0.0
22445,PENCIL CASE LIFE IS BEAUTIFUL,3311.3,1138,208,144,0.0,0.0,0.0,0.0
22446,PIN CUSHION BABUSHKA PINK,627.2900000000001,219,58,40,6.0,20.1,2.73972602739726,3.2042595928517907
22446,PIN CUSHION RUSSIAN DOLL PINK,381.90000000000003,114,26,24,6.0,20.1,5.263157894736842,5.263157894736842
22447,PIN CUSHION BABUSHKA BLUE,364.65000000000003,117,29,26,6.0,20.1,5.128205128205128,5.512134923899629
22447,PIN CUSHION RUSSIAN DOLL BLUE,214.4,64,19,18,6.0,20.1,9.375,9.375
22448,PIN CUSHION BABUSHKA RED,1088.8600000000001,340,70,54,6.0,20.1,1.7647058823529411,1.8459673419907057
22448,PIN CUSHION RUSSIAN DOLL RED,1220.55,393,34,29,6.0,20.1,1.5267175572519083,1.6467985744131748
22449,SILK PURSE BABUSHKA PINK,2437.08,729,157,111,12.0,40.2,1.646090534979424,1.649514993352701
22449,SILK PURSE RUSSIAN DOLL PINK,1449.45,447,77,58,12.0,40.2,2.684563758389262,2.7734657973714167
22450,SILK PURSE BABUSHKA BLUE,1441.45,431,101,76,11.0,36.85,2.5522041763341066,2.5564535710569216
22450,SILK PURSE RUSSIAN DOLL BLUE,1218.8500000000001,371,65,51,11.0,36.85,2.964959568733154,3.023341674529269
22451,SILK PURSE BABUSHKA RED,2194.6000000000004,668,117,88,8.0,26.8,1.1976047904191618,1.221179258179167
22451,SILK PURSE RUSSIAN DOLL RED,1854.25,575,80,59,8.0,26.8,1.391304347826087,1.445328299851692
22452,MEASURING TAPE BABUSHKA PINK,2111.3500000000004,749,124,96,13.0,38.35000000000001,1.7356475300400533,1.8163734103772466
22452,MEASURING TAPE RUSSIAN DOLL PINK,448.4000000000001,152,41,30,13.0,38.35000000000001,8.552631578947368,8.552631578947368
22453,MEASURING TAPE BABUSHKA BLUE,1651.3500000000001,585,82,61,8.0,23.6,1.3675213675213675,1.4291337390619796
22453,MEASURING TAPE RUSSIAN DOLL BLUE,300.90000000000003,102,27,22,8.0,23.6,7.8431372549019605,7.8431372549019605
22454,MEASURING TAPE BABUSHKA RED,1989.65,707,106,79,14.0,41.300000000000004,1.9801980198019802,2.0757419646671527
22454,MEASURING TAPE RUSSIAN DOLL RED,1755.0500000000002,647,57,46,14.0,41.300000000000004,2.1638330757341575,2.3532093102760605
22456,NATURAL SLATE CHALKBOARD LARGE,17637.16,4016,595,385,104.0,501.5,2.589641434262948,2.8434283070517026
22457,NATURAL SLATE HEART CHALKBOARD,40276.170000000006,14187,1637,874,109.0,315.94999999999993,0.7683090152956933,0.7844588996421453
22458,CAST IRON HOOK GARDEN FORK,3599.6099999999997,1487,151,121,0.0,0.0,0.0,0.0
22459,CAST IRON HOOK GARDEN TROWEL,3164.96,1336,148,124,0.0,0.0,0.0,0.0
22460,EMBOSSED GLASS TEALIGHT HOLDER,5162.34,4259,289,206,26.0,32.120000000000005,0.6104719417703687,0.6221984603881187
22461,SAVOY ART DECO CLOCK,3214.2999999999997,394,130,82,62.0,625.7,15.736040609137056,19.466135706063532
22464,HANGING METAL HEART LANTERN,11530.56,7388,645,397,250.0,378.90000000000003,3.3838657282079048,3.2860502872367006
22465,HANGING METAL STAR LANTERN,6656.83,4325,386,270,145.0,217.64999999999998,3.352601156069364,3.2695742568159316
22466,FAIRY TALE COTTAGE NIGHT LIGHT,1717.1999999999998,912,81,74,39.0,70.95,4.276315789473684,4.131726065688331
22466,FAIRY TALE COTTAGE NIGHTLIGHT,7389.599999999999,4208,227,146,39.0,70.95,0.92680608365019,0.9601331601169211
22467,GUMBALL COAT RACK,26149.13,11460,928,398,294.0,665.55,2.5654450261780104,2.5452089610629494
22468,BABUSHKA LIGHTS STRING OF 10,10229.64,1630,335,196,58.0,352.3,3.5582822085889574,3.443913959826544
22469,HEART OF WICKER SMALL,43316.54,26193,1779,886,281.0,424.65000000000003,1.0728057114496239,0.980341458482141
22470,HEART OF WICKER LARGE,49859.5,17104,1743,827,396.0,1028.7,2.315247895229186,2.0631975852144526
22471,TV DINNER TRAY AIR HOSTESS,2017.33,553,122,91,3.0,11.85,0.5424954792043399,0.5874100915566616
22472,"TRAY FOR TV DINNER , DOLLY GIRL",29.700000000000003,6,1,1,5.0,24.75,83.33333333333334,83.33333333333333
22472,TV DINNER TRAY DOLLY GIRL,4614.57,1043,202,130,5.0,24.75,0.4793863854266539,0.5363446648333431
22473,TV DINNER TRAY VINTAGE PAISLEY,2580.44,732,166,120,0.0,0.0,0.0,0.0
22474,SPACEBOY TV DINNER TRAY,3898.44,888,188,143,32.0,136.0,3.6036036036036037,3.4885749171463454
22474,"TRAY FOR TV DINNER ,SPACEBOY",29.700000000000003,6,1,1,32.0,136.0,533.3333333333333,457.91245791245785
22475,SKULL DESIGN TV DINNER TRAY,3052.9,690,200,115,6.0,29.700000000000003,0.8695652173913043,0.972845491172328
22476,EMPIRE UNION JACK TV DINNER TRAY,4079.47,1221,188,145,10.0,49.5,0.819000819000819,1.2133929162366681
22477,WATERING CAN GARDEN MARKER,2967.45,2243,183,155,1.0,1.25,0.04458314757021846,0.04212370890832196
22478,BIRDHOUSE GARDEN MARKER,3336.85,2537,216,176,2.0,2.5,0.07883326763894363,0.07492095838889971
22479,DAISY GARDEN MARKER,2453.7,1832,154,129,0.0,0.0,0.0,0.0
22480,RED TEA TOWEL CLASSIC DESIGN,2730.56,2272,245,197,0.0,0.0,0.0,0.0
22481,BLACK TEA TOWEL CLASSIC DESIGN,1130.24,1110,166,132,0.0,0.0,0.0,0.0
22482,BLUE TEA TOWEL CLASSIC DESIGN,2627.09,2233,201,154,0.0,0.0,0.0,0.0
22483,RED GINGHAM TEDDY BEAR,5080.68,1812,302,223,17.0,50.15000000000001,0.9381898454746136,0.9870725965815601
22485,SET OF 2 WOODEN MARKET CRATES,12146.25,995,341,280,13.0,165.75,1.306532663316583,1.364618709478234
22486,PLASMATRONIC LAMP,698.89,85,25,22,14.0,178.5,16.470588235294116,25.54049993561219
22487,WHITE WOOD GARDEN PLANT LADDER,14256.96,1519,808,611,70.0,635.6000000000001,4.6082949308755765,4.458173411442553
22488,NATURAL SLATE RECTANGLE CHALKBOARD,10285.61,6453,653,426,49.0,80.85000000000001,0.7593367426003409,0.7860496363365906
22489,PACK OF 12 TRADITIONAL CRAYONS,6889.77,17090,609,417,348.0,128.88,2.0362785254534814,1.8705994539730642
22491,PACK OF 12 COLOURED PENCILS,5831.36,7322,360,264,180.0,134.28,2.4583447145588635,2.3027218350436263
22492,MINI PAINT SET VINTAGE,25900.19,41507,618,356,281.0,182.65000000000003,0.6769942419350953,0.7052071818778165
22492,MINI PAINT SET VINTAGE  BOY+ GIRL,714.5999999999999,1188,17,17,281.0,182.65000000000003,23.653198653198654,25.559753708368326
22493,PAINT YOUR OWN CANVAS SET,7107.33,4505,352,244,274.0,398.1,6.082130965593785,5.601259544723546
22494,EMERGENCY FIRST AID TIN,3099.4,2502,294,200,51.0,63.75,2.038369304556355,2.0568497128476477
22495,SET OF 2 ROUND TINS CAMEMBERT,2322.3300000000004,879,189,165,6.0,17.700000000000003,0.6825938566552902,0.7621655837025745
22496,SET OF 2 ROUND TINS DUTCH CHEESE,1790.5400000000002,698,174,153,6.0,17.700000000000003,0.8595988538681949,0.9885286003105209
22497,SET OF 2 TINS VINTAGE BATHROOM,3511.5,838,205,160,5.0,21.25,0.5966587112171837,0.6051544923821729
22498,WOODEN REGATTA BUNTING,5704.45,991,294,211,0.0,0.0,0.0,0.0
